mnist_rank_vc/mnist/diffchaser/0.png,6
mnist_score_vc/mnist/diffchaser/0.png,1
mnist_rank_vc/mnist/adapt/0.png,7
mnist_score_vc/mnist/adapt/0.png,1
mnist_rank_vc/mnist/deepXplore/0.png,4
mnist_score_vc/mnist/deepXplore/0.png,2
mnist_rank_vc/mnist/argus2/0.png,2
mnist_score_vc/mnist/argus2/0.png,4
mnist_rank_vc/mnist/argus3/0.png,3
mnist_score_vc/mnist/argus3/0.png,3
mnist_rank_vc/mnist/dlfuzz/0.png,5
mnist_score_vc/mnist/dlfuzz/0.png,2
mnist_rank_vc/mnist/argus1/0.png,1
mnist_score_vc/mnist/argus1/0.png,4
mnist_rank_vc/mnist/argus3/1.png,3
mnist_score_vc/mnist/argus3/1.png,3
mnist_rank_vc/mnist/dlfuzz/1.png,7
mnist_score_vc/mnist/dlfuzz/1.png,1
mnist_rank_vc/mnist/diffchaser/1.png,6
mnist_score_vc/mnist/diffchaser/1.png,1
mnist_rank_vc/mnist/adapt/1.png,4
mnist_score_vc/mnist/adapt/1.png,3
mnist_rank_vc/mnist/argus1/1.png,1
mnist_score_vc/mnist/argus1/1.png,4
mnist_rank_vc/mnist/deepXplore/1.png,5
mnist_score_vc/mnist/deepXplore/1.png,2
mnist_rank_vc/mnist/argus2/1.png,2
mnist_score_vc/mnist/argus2/1.png,4
mnist_rank_vc/mnist/dlfuzz/2.png,4
mnist_score_vc/mnist/dlfuzz/2.png,2
mnist_rank_vc/mnist/diffchaser/2.png,7
mnist_score_vc/mnist/diffchaser/2.png,2
mnist_rank_vc/mnist/argus1/2.png,1
mnist_score_vc/mnist/argus1/2.png,4
mnist_rank_vc/mnist/adapt/2.png,5
mnist_score_vc/mnist/adapt/2.png,1
mnist_rank_vc/mnist/argus3/2.png,3
mnist_score_vc/mnist/argus3/2.png,4
mnist_rank_vc/mnist/argus2/2.png,2
mnist_score_vc/mnist/argus2/2.png,3
mnist_rank_vc/mnist/deepXplore/2.png,6
mnist_score_vc/mnist/deepXplore/2.png,2
mnist_rank_vc/mnist/argus2/3.png,3
mnist_score_vc/mnist/argus2/3.png,4
mnist_rank_vc/mnist/argus1/3.png,2
mnist_score_vc/mnist/argus1/3.png,4
mnist_rank_vc/mnist/dlfuzz/3.png,6
mnist_score_vc/mnist/dlfuzz/3.png,3
mnist_rank_vc/mnist/deepXplore/3.png,4
mnist_score_vc/mnist/deepXplore/3.png,4
mnist_rank_vc/mnist/adapt/3.png,5
mnist_score_vc/mnist/adapt/3.png,4
mnist_rank_vc/mnist/argus3/3.png,1
mnist_score_vc/mnist/argus3/3.png,4
mnist_rank_vc/mnist/diffchaser/3.png,7
mnist_score_vc/mnist/diffchaser/3.png,1
mnist_rank_vc/mnist/adapt/4.png,5
mnist_score_vc/mnist/adapt/4.png,2
mnist_rank_vc/mnist/argus2/4.png,2
mnist_score_vc/mnist/argus2/4.png,4
mnist_rank_vc/mnist/diffchaser/4.png,6
mnist_score_vc/mnist/diffchaser/4.png,1
mnist_rank_vc/mnist/deepXplore/4.png,4
mnist_score_vc/mnist/deepXplore/4.png,3
mnist_rank_vc/mnist/argus3/4.png,3
mnist_score_vc/mnist/argus3/4.png,3
mnist_rank_vc/mnist/argus1/4.png,1
mnist_score_vc/mnist/argus1/4.png,4
mnist_rank_vc/mnist/dlfuzz/4.png,7
mnist_score_vc/mnist/dlfuzz/4.png,1
mnist_rank_vc/mnist/diffchaser/5.png,7
mnist_score_vc/mnist/diffchaser/5.png,2
mnist_rank_vc/mnist/argus3/5.png,3
mnist_score_vc/mnist/argus3/5.png,4
mnist_rank_vc/mnist/adapt/5.png,4
mnist_score_vc/mnist/adapt/5.png,3
mnist_rank_vc/mnist/argus1/5.png,1
mnist_score_vc/mnist/argus1/5.png,4
mnist_rank_vc/mnist/dlfuzz/5.png,5
mnist_score_vc/mnist/dlfuzz/5.png,3
mnist_rank_vc/mnist/deepXplore/5.png,6
mnist_score_vc/mnist/deepXplore/5.png,2
mnist_rank_vc/mnist/argus2/5.png,2
mnist_score_vc/mnist/argus2/5.png,4
mnist_rank_vc/mnist/deepXplore/6.png,5
mnist_score_vc/mnist/deepXplore/6.png,3
mnist_rank_vc/mnist/dlfuzz/6.png,6
mnist_score_vc/mnist/dlfuzz/6.png,1
mnist_rank_vc/mnist/argus2/6.png,1
mnist_score_vc/mnist/argus2/6.png,4
mnist_rank_vc/mnist/adapt/6.png,4
mnist_score_vc/mnist/adapt/6.png,3
mnist_rank_vc/mnist/argus3/6.png,2
mnist_score_vc/mnist/argus3/6.png,4
mnist_rank_vc/mnist/argus1/6.png,3
mnist_score_vc/mnist/argus1/6.png,4
mnist_rank_vc/mnist/diffchaser/6.png,7
mnist_score_vc/mnist/diffchaser/6.png,1
mnist_rank_vc/mnist/deepXplore/7.png,2
mnist_score_vc/mnist/deepXplore/7.png,4
mnist_rank_vc/mnist/argus2/7.png,3
mnist_score_vc/mnist/argus2/7.png,3
mnist_rank_vc/mnist/diffchaser/7.png,7
mnist_score_vc/mnist/diffchaser/7.png,1
mnist_rank_vc/mnist/argus3/7.png,4
mnist_score_vc/mnist/argus3/7.png,3
mnist_rank_vc/mnist/adapt/7.png,5
mnist_score_vc/mnist/adapt/7.png,2
mnist_rank_vc/mnist/dlfuzz/7.png,6
mnist_score_vc/mnist/dlfuzz/7.png,2
mnist_rank_vc/mnist/argus1/7.png,1
mnist_score_vc/mnist/argus1/7.png,4
mnist_rank_vc/mnist/diffchaser/8.png,7
mnist_score_vc/mnist/diffchaser/8.png,3
mnist_rank_vc/mnist/deepXplore/8.png,2
mnist_score_vc/mnist/deepXplore/8.png,3
mnist_rank_vc/mnist/adapt/8.png,3
mnist_score_vc/mnist/adapt/8.png,3
mnist_rank_vc/mnist/argus1/8.png,1
mnist_score_vc/mnist/argus1/8.png,4
mnist_rank_vc/mnist/argus3/8.png,6
mnist_score_vc/mnist/argus3/8.png,3
mnist_rank_vc/mnist/dlfuzz/8.png,4
mnist_score_vc/mnist/dlfuzz/8.png,3
mnist_rank_vc/mnist/argus2/8.png,5
mnist_score_vc/mnist/argus2/8.png,3
mnist_rank_vc/mnist/dlfuzz/9.png,7
mnist_score_vc/mnist/dlfuzz/9.png,1
mnist_rank_vc/mnist/diffchaser/9.png,4
mnist_score_vc/mnist/diffchaser/9.png,2
mnist_rank_vc/mnist/deepXplore/9.png,6
mnist_score_vc/mnist/deepXplore/9.png,2
mnist_rank_vc/mnist/argus1/9.png,1
mnist_score_vc/mnist/argus1/9.png,4
mnist_rank_vc/mnist/adapt/9.png,5
mnist_score_vc/mnist/adapt/9.png,2
mnist_rank_vc/mnist/argus2/9.png,2
mnist_score_vc/mnist/argus2/9.png,4
mnist_rank_vc/mnist/argus3/9.png,3
mnist_score_vc/mnist/argus3/9.png,3
cifar_rank_vc/cifar/dlfuzz/0.png,6
cifar_score_vc/cifar/dlfuzz/0.png,2
cifar_rank_vc/cifar/adapt/0.png,5
cifar_score_vc/cifar/adapt/0.png,2
cifar_rank_vc/cifar/deepXplore/0.png,7
cifar_score_vc/cifar/deepXplore/0.png,2
cifar_rank_vc/cifar/argus1/0.png,1
cifar_score_vc/cifar/argus1/0.png,4
cifar_rank_vc/cifar/diffchaser/0.png,4
cifar_score_vc/cifar/diffchaser/0.png,1
cifar_rank_vc/cifar/argus3/0.png,3
cifar_score_vc/cifar/argus3/0.png,4
cifar_rank_vc/cifar/argus2/0.png,2
cifar_score_vc/cifar/argus2/0.png,4
cifar_rank_vc/cifar/argus1/1.png,3
cifar_score_vc/cifar/argus1/1.png,4
cifar_rank_vc/cifar/deepXplore/1.png,6
cifar_score_vc/cifar/deepXplore/1.png,1
cifar_rank_vc/cifar/dlfuzz/1.png,5
cifar_score_vc/cifar/dlfuzz/1.png,1
cifar_rank_vc/cifar/adapt/1.png,4
cifar_score_vc/cifar/adapt/1.png,2
cifar_rank_vc/cifar/argus3/1.png,1
cifar_score_vc/cifar/argus3/1.png,4
cifar_rank_vc/cifar/argus2/1.png,2
cifar_score_vc/cifar/argus2/1.png,4
cifar_rank_vc/cifar/diffchaser/1.png,7
cifar_score_vc/cifar/diffchaser/1.png,1
cifar_rank_vc/cifar/argus2/2.png,2
cifar_score_vc/cifar/argus2/2.png,4
cifar_rank_vc/cifar/diffchaser/2.png,7
cifar_score_vc/cifar/diffchaser/2.png,1
cifar_rank_vc/cifar/deepXplore/2.png,4
cifar_score_vc/cifar/deepXplore/2.png,2
cifar_rank_vc/cifar/adapt/2.png,6
cifar_score_vc/cifar/adapt/2.png,1
cifar_rank_vc/cifar/argus1/2.png,1
cifar_score_vc/cifar/argus1/2.png,4
cifar_rank_vc/cifar/argus3/2.png,3
cifar_score_vc/cifar/argus3/2.png,3
cifar_rank_vc/cifar/dlfuzz/2.png,5
cifar_score_vc/cifar/dlfuzz/2.png,1
cifar_rank_vc/cifar/argus2/3.png,1
cifar_score_vc/cifar/argus2/3.png,4
cifar_rank_vc/cifar/dlfuzz/3.png,7
cifar_score_vc/cifar/dlfuzz/3.png,1
cifar_rank_vc/cifar/argus3/3.png,3
cifar_score_vc/cifar/argus3/3.png,4
cifar_rank_vc/cifar/adapt/3.png,5
cifar_score_vc/cifar/adapt/3.png,1
cifar_rank_vc/cifar/deepXplore/3.png,6
cifar_score_vc/cifar/deepXplore/3.png,1
cifar_rank_vc/cifar/diffchaser/3.png,4
cifar_score_vc/cifar/diffchaser/3.png,2
